age,gender,category,content,answer_category,answer_content,points
3歳,男の子,科学系,どうして犬は卵から生まれないの。,こども向け,卵から生まれてくるものとそうでないものがいるよ。ほかにどんなものがいるかな。,ほかの動物を例に挙げて答えました。
3歳,男の子,日常系,外国人を指さし何を話しているの？,こども向け,秘密の会話をしているんだよ。,子どもの関心を逸らしたかったので、こう答えると余計に興味を持たれ困りました。
3歳,男の子,日常系,外国人を指さし何を話しているの？,こども向け,あなたも家族でしかわからない言葉があるでしょう。それと同じだよ。,息子が車のことをブーブーと表現するので、それに合わせてみました。
3歳,女の子,日常系,なんでうんちは出るの,こども向け,ご飯をいっぱい食べて必要な栄養っていうものを取って残ったゴミだよ。ゴミがお腹の中に溜まってたら大変だよね。うんちをするのはゴミを捨てるのと同じだよ！,ゴミという単語で子供が想像しやすいようにしました
3歳,女の子,日常系,クリスマスの日、どうやってサンタさんはプレゼントを置いたの。,ママ・パパ向け,お母さんとお父さんがサンタさんがトナカイのそりに乗ってやって来るサンタさんが家に入れるようにベランダの窓の鍵を開けておいたんだよと答えました。,まだ、サンタクロースを信じてる年代なので、いること、プレゼントを配ってることを本当だと思わせるように伝えました。
3歳,女の子,日常系,どうして幼稚園に行かないといけないの？,こども向け,"幼稚園は行っても行かなくても良いんだよ。
 
 でも、幼稚園に行ったら今よりもたくさんお友達ができるから、いろんなお友達と一緒に遊んだりごはんが食べられるんだよ。
 
 ママが教えてあげられないこともわかるようになるよ。",初めての外の世界への恐怖心からの質問だったので、できるだけ楽しい想像ができるように回答しました。
3歳,男の子,自然系,なんで、曇なんだろうねー？どうして雲のかなー？,こども向け,風さんが沢山雲さんを運んで来ちゃったからだよ。また、雲さんが雲運んでいったら晴れるよ。,雲ができる過程を説明しても理解出来ない為、雲が風で動くことを教えながら、雲がいっぱいになると雨になる。雲が少なくなると晴れると答えてあげるといいと考えてそのように答えてあげてます。
3歳,男の子,日常系,弟（一歳）と遊んでいる時に押す時ので、押したらアカンと言うと『押したらあかんの?なんで？』と聞かれた質問,こども向け,"押したら危ないから。
 
 弟が痛い痛いエンエンなっちゃうでしょ?
 
 俺も痛い痛いなったら嫌な気持ちになるでしょ？
 
 だから、押したら絶対にダメ。",とにかく一番は危ないと言うことを伝え、自分も同じ事をされた時に、嫌な気持ちになるでしょ?とゆうことを優しい言葉で理解させようとします。
3歳,男の子,日常系,なんで赤ちゃんは歩けないの。,こども向け,骨がまだ固くないから。,子どもでもわかる説明を心掛けました。
3歳,男の子,日常系,なんで赤ちゃんは歩けないの。,こども向け,歩き方をしらないから。,誰でも知らないことがあることを伝えました。
3歳,男の子,日常系,なんで赤ちゃんは歩けないの。,こども向け,ハイハイのほうが楽なんだよ。,歩くよりも楽なのかもしれないと感じたからです。
3歳,女の子,自然系,くもってたべたらあまいのかな？,こども向け,くもは わたあめみたいにみえるもんね、あまいのかな？たべたことないからわからないけど どんなあじかな？,これから先、子どもが自分なりに興味を持ち、想像したり調べたり出来るように、即答せずに きっかけの可能性に繋がるよう回答しました。
3歳,男の子,日常系,あかちゃんはどこからうまれるの？,こども向け,ママのおなかのなかだよ。そこからそとにでるトンネルみたいなところからうまれるあかちゃんもいれば、しゅじゅつをしておなかからでてくるあかちゃんもいるよ。,"とてもデリケートな質問ですが、必ず一度は聞かれる質問でもありますよね。
 
 神秘的な命の誕生についてなので、大人が変に照れたりせずに、だけどイヤらしい表現にならずにと考えて、回答しました。"
3歳,男の子,日常系,どうしてご飯を食べたら大きくなるの？,こども向け,食べ物のパワーが〔こどもの名前〕の身体にどんどん入って大きくなるんだよ。,目線を合わせて手振りをつけながら、息子が理解できる単語を使って伝えるのがポイントでしは。
3歳,男の子,日常系,パパこれなぁい(コンドーム),ママ・パパ向け,こ・これはパパの・・・お薬・・だよ,出しっぱなしにしてしまったコンドームを見つけられてしまって、焦って答えた回答です。
3歳,女の子,自然系,何で昼はお月さまいないの？,こども向け,お昼は、お日様がいるから恥かしくて出てこれないんだよ。,いずれ本当はどうなのかを教えてあげたいと思いながら質問に答えています。
3歳,女の子,科学系,どうしてお風呂のお水は中に入ったら上に上がるの？,こども向け,お風呂のお水も〇〇ちゃんが入ったら狭いって逃げようとしてるんじゃない。,お風呂の湯船のお湯が人が入ると、浮力によって上に上がる現象であるが、言っても意味がわからないのでなんとか理解できそうな事を伝えました。
3歳,女の子,日常系,なんで遊んでいるお友達の邪魔をしちゃいけないの？,こども向け,"もしあなたがおもちゃや遊具で遊んでいるとき、いきなりお友達がそれを取っちゃったらどう思う？
 
 きっと悲しいよね？それと同じで、あなたがお友達の邪魔をしちゃったら、そのお友達も悲しいと思うな。
 
 だから、遊具やおもちゃで遊びたいときは、いきなり奪うのではなく、「貸して」や「入れて」と言って、順番に遊ぼうね。",自分が同じことをされたらどう思うか、考えてもらえるように伝えました。
3歳,男の子,自然系,どうして空は青いの,こども向け,おひさまピカピカ光ってるからだよ。,天気について教えるため。
3歳,男の子,自然系,お月さま近いのはなぜ,こども向け,お月さまも動いているんだよ,月の働きを伝えるため
3歳,男の子,日常系,どうして大人になったらママとお風呂入れないの？,ママ・パパ向け,そういうものだと答えました。,逆に男と女といった話は難しいためシンプルに答えました。
3歳,男の子,自然系,冬は何で寒いの,こども向け,雪降るからだよ,季節感を伝えるため
3歳,男の子,自然系,夏は何で暑いの,こども向け,おひさまたくさん起きてるからだよ,季節感を伝えるため
3歳,男の子,日常系,どうして私（父）は働くのか？,ママ・パパ向け,働いて給与を貰い、お金を得ることによって食べるもののみならず、いろいろな生活に必要なものを得れるから。,大きくなるにつれ、何かを得るためには何かと交換することが必要であることを伝えるためです。
3歳,男の子,自然系,どうして魚は水の中に住んでいるのか？,ママ・パパ向け,魚は足がないため歩くことはできない。だけれども水の中ではヒレを使い泳ぐことができて、魚の食べるものも水中にいるから。,生物によって住む環境は体の構造によって異なることを伝えたかったから。
3歳,男の子,科学系,新幹線や列車はなぜ大きいのか？,ママ・パパ向け,新幹線や列車の役割（仕事）は大勢の人を一度に運ぶためスペースが必要だから。,子どもが列車に乗った時の状況を思い出させて説明しました。
3歳,女の子,日常系,たまねぎたべたらどうなるの？,こども向け,血がサラサラになって元気になるよ,なぜ玉ねぎを食べないといけないのか理由をいうと、一口でも食べる努力をしてくれるようになりました。
3歳,女の子,日常系,なんで下の子は、食べるのがヘタクソなの？,こども向け,"〇〇ちゃんも赤ちゃんの時は下手くそだったよ！
 
 でも、練習して今は上手に食べれるようになったんだよ。〇〇ちゃんも今からができないけど、練習したらできるようになるよ！",小さい頃はあなたもそうだったけど、練習したら上手になったと伝えると、今その子ができなくて頑張っていることへ関連づけれる。
3歳,女の子,日常系,なんで幼稚園行かないといけないの？,こども向け,"〇〇ちゃんが、やりたいお仕事するためにいろいろ勉強するためよ。
 
 お友達もたくさんできるし、先生も優しいし、たくさん楽しいこと教えてもらえるよ。",パパがお金を持っているのに興味を示しており、仕事をしたらお金をもらえることを話していたので、このような伝え方をしました。
3歳,男の子,自然系,なんで風邪引くの？,こども向け,手についてたりお空飛んでる風邪のバイキンさんがお口から体に入って悪さするからだよ。だからお外から帰ったらしっかり手を洗おうね。,どうすれば風邪をひきにくくするかというところまで教えてあげたかったから。
3歳,男の子,日常系,お母さんのお母さんは誰なの？,こども向け,お母さんのお母さんはおばあちゃんよ。,お母さんはあなたの子供が生まれたら、お母さんはその生まれた子供のおばあちゃんになるよと、説明しました。
3歳,男の子,日常系,なんでお父さんは仕事に行くの？,こども向け,お父さんがお仕事に行って役に立ったら、お金が貰えるよ。お金がもらえるとご飯も食べれるし、オモチャも買って貰えるよ。お仕事に行かなかったら、お金は貰えないから、ご飯もおもちゃも買えなくなるよ。,"お仕事に行く意味と、普段の生活の大切さを知って貰えるように答えました。
 
 お仕事に行くとお金が貰えるという事を小さい頃から教えると、大人になっても社会に出やすいかなと考えました。"
3歳,男の子,日常系,どうしても道を渡る時手を上げるの？,こども向け,まだまだ背が小さくて気づかないでひいてしまうこともあるかもしれないからだよ。手を挙げたら目立つし、あっ人がいる！って分かるからだよ。,子供が想像しやすいようにしました。ひいちゃうこともあるかもと、子供にとって怖い表現を使い、危険性を強調しました。
3歳,男の子,自然系,雲ってどうなってるの？,こども向け,お水の小さな粒が集まってるんだよ。それがいっぱい集まってお水が重くなったら落ちてくるんだよ。それが雨だよ。,雲に興味を持ったのでそのまま雨についても説明しました。
3歳,男の子,日常系,何で僕たちはお腹がすくの？,こども向け,"僕たちはご飯を食べないと力が出ないからお腹が教えてくれてるんだよ。
 
 アンパンマンは顔が濡れたら力が出ないけど、僕たちはお腹が空いたら力が出ないんだよ。",アニメなどもともと好きなものを出してみる
3歳,男の子,日常系,なんでママは怒るの？,こども向け,ママは悪いことをしたら怒るよ。怒って正しいことを教えるんだよ。大人になった時困らないようにしてあげたいからだよ。,大人になった時のためだということを伝えました。
3歳,男の子,科学系,車はどうして動くのか？,こども向け,丸いボールが転がるように、車についているタイヤが回るから動く。,ちょうどそのときおもちゃの車とボールがあったことから、子どもの前で実演して見せました。
3歳,女の子,日常系,おうちの場所は昔なんだったの？,こども向け,田んぼだよ。田んぼは300年くらい前の人が作ったんだよ。その前は野原だったんだよ。野原は、この先にある〇〇川が長い年月をかけて地面を平らにしてくれて作られたんだよ。そのずっとずっと前は地球は熱くてドロドロだったんだよ。,一つ答えると、「その前は？その前は？」とどんどん時代を遡って訊かれるので、ついには地球の誕生まで行き着きました。向学心を持って生きて欲しいので、質問には必ず何かしら答えるように努めています。
3歳,男の子,自然系,どうしてお月様は、ずっーと僕についてくるの？,こども向け,それはね、○○君が大好きだからだよ。,子供が楽しく、嬉しくなるような答えをしたいと思いこのように返答しました。
3歳,男の子,自然系,子供の生まれ方,ママ・パパ向け,こうの鳥が運んでくる,ポップに面白く
3歳,男の子,自然系,水は流れたら、どこに行くの？,こども向け,家の中の水の出口を通って、地面の下にある水の通り道を使って流れていくよ。いく場所は、使ったお水をキレイにしてくれるところ。ここでは、お水をまた使えるように、とっても小さな生きものの力を借りてお水をキレイにしているの。キレイになったお水は川に戻してるんだよ。,直接川や海に流していないことをちゃんと伝えるべきだと思う。そこにキレイにするためにどんな生きもの、人が絡んでるのか、教えておくことで子どもの興味、知識量を高めることができるのではと思います。
3歳,女の子,日常系,なんで西野カナちゃんはお休みするの？,こども向け,"ずっと歌ってきて、疲れたからよ。
 
 お休みがなかったから、少しゆっくり過ごしたいんだって。",悪いことをしたから休んでいるわけではなく、今まで頑張ってきたからお休みすることを伝えたかった。
3歳,女の子,自然系,なんでもう暗くなってるの？,こども向け,寒い時期は、早く太陽が家に帰るからだよ。,冬日が陰って暗くなると、寒くなるので早く家に帰らせたかったから
3歳,男の子,日常系,車はどうやって走るの？,こども向け,車はエンジンという走るための機械がついているから走れるんだよ,子供だけどありのままに伝えることや簡潔な言葉で伝えるようにしている。長いと興味が薄れてしまうから。
3歳,女の子,自然系,冬はどうして葉っぱがなくなるの？,こども向け,冬の寒さや雪に備えて、秋になると葉っぱが落ちる木があるんだよ。その後、暖かい春に向かって新しい葉っぱが出てくるんだよ。,季節の移り変わりや、植物が季節に対応しながらきちんと生きていることが伝わるようにお話しました。
3歳,女の子,日常系,どうしてパパのお腹はポッコリ出てるの？,こども向け,おやつをいっぱい食べたからだよ。,おやつを食べすぎると良くないといったニュアンスを込めました。
3歳,女の子,日常系,何でげんたくん（弟）はご飯食べないの？,こども向け,"げんたくんはね、赤ちゃんでしょ？
 
 赤ちゃんはご飯は食べれないんだよ！
 
 だってね赤ちゃんはおっぱいを飲むでしょ？
 
 おっぱいが赤ちゃんのご飯なんだよ！
 
 いよも赤ちゃんの時、ママのおっぱいを飲んで
 
 大きくなったんだよ！覚えてるかな？",3歳になった娘はたまに赤ちゃん返りをします。いつもは弟がとても可愛いみたいでお姉ちゃんぶっていますが、この質問をされた時はげんた君におっぱいをあげている最中で、娘の表情を見ると弟だけおっぱいをのんでズルいなって顔をしていたので、あなたも弟のげんたくんと同じように赤ちゃんの時はおっぱいを飲んでママの愛情を沢山うけていたんだよっていう事を伝えたくてこう答えました！
3歳,男の子,自然系,おじいちゃんは、どうして天国に行っちゃったの？,こども向け,おじいちゃんは、天国から連絡が来て行ってしまったんだけど、あなたを見守るためにお空から見守ってくれているんだよ。,"子どもが3歳児ということもあり、病気や寿命といったワードを用いずに回答をするようにしました。
 
 3歳児にも納得がいく、理解できるような表現で回答し、外出先などで子どもがいきなり発言をした際に、
 
 家族以外の人が聞いても返答しづらい内容にならないようにしました。"
3歳,女の子,日常系,どうして時計は12までしかないの？,こども向け,昔の頭のいい人が時計を作った時に決めたんだよ,難しい説明はわかりづらいのでシンプルに伝えてみました。
3歳,男の子,日常系,パパはご飯ではなくてお酒を飲むの？（晩御飯時）,こども向け,"あなたは育ち盛りだから、栄養のたくさん入ったご飯を食べないとダメなんだよ。
 
 パパも小さい頃はご飯をたくさん食べていたんだよ。
 
 だから、大きく慣れてるでしょう？
 
 パパがお酒を飲むのは、お仕事で疲れてるけど、お酒を飲むと明日のお仕事も頑張ろう！って思うためだよ。
 
 あなたも大きくなったら、一緒にお酒を飲もうね！","なんて答えていいか迷いましたが、子どもに対しご飯は食べなければいけない事を、大きくなれないよ。という事に結び付け伝えました。
 
 お酒を飲むという事に対して、不思議がっていたため、疲れをとる飲み物ということで説明し、今後毎日飲んでいても疑問に思わないであろう回答をしました。
 
 そこに、一緒に飲もうと付け加えたのは、将来あなたにも分かるかな？という意味合いと、一緒に飲みたいと思う夢があったからです。"
3歳,男の子,日常系,大人は何歳からなの？,こども向け,好きや嫌いだけで判断せずに，物事をちゃんと考えることが大事だよ。,小さい頃からの意識付けを意識しています。
3歳,男の子,科学系,なんで飛行機って飛べるの？,ママ・パパ向け,鳥をみてごらん大きな翼があるから飛行機も飛べるんだよ,あまり難しくなく柔らかく言うのが子供の成長につながるから
3歳,女の子,日常系,どうしてママは血が出るの？,こども向け,"娘が3～4歳の頃、ほぼ毎晩ママと一緒にお風呂に入っていた時に質問されたことなのですが、毎月来る生理のときの入浴時に、お風呂用の椅子に座り身体を洗っていると、一緒に経血も流れ出て、”ママ血が出てるよ”とそれをみた娘が驚いて聞いてきました。 その質問に対し、まだ生理のこと自体を知らない娘にどう答えて良いか、ふと考えたところ
 
 ”ママは時々お腹が痛くなって、そしておしりから血が出るのよ”と答えました。あながち間違ってはいないと思いましたが、娘は”だいじょうぶ？”といって優しい言葉をかけてくれました。","いつかは知るであろう女性特有の生理ですが、当時は娘も幼すぎで、まだまだ世の中のことも良く知らないお年頃だったので、単純にわかりやすいかとおもって答えたのですが、
 
 お腹が痛くなることは理解したようだけれど、血が出ることは理解できないようでした。"
3歳,女の子,日常系,どうして食べ物残しちゃいけないの？,こども向け,おいしく食べてくれるように一生懸命作ってるんだよ。野菜もお肉もお魚も○○ちゃんに食べてもらえたらうれしいって料理させてくれたんだよ。残さないで食べようね。,まだ、３歳なので命の尊さを教えるのは難しいと思い、娘のために作っていると伝えていると言ったら毎日見ているのできちんと伝わりました。
3歳,女の子,日常系,なんで寝ないといけないの？,こども向け,次の日元気に遊べないからだよ,わかりやすい言葉になるように伝えた
3歳,男の子,自然系,雪は何で白いの？,こども向け,寒いから凍ってるから白く見えるんだよ。,わかりやすく、３歳でも理解できるようにしました。
3歳,男の子,自然系,どうしてねんねするの？,こども向け,みんな寝ないと沢山遊んだり出来ないからだよ。,シンプルに
3歳,女の子,自然系,なんで野菜に虫がいるの？,こども向け,美味しい野菜には虫がくるんだよ。,家庭菜園で虫を嫌がっており、作った野菜が美味しいから虫が来ると言えば食べてくれるかもとおもったから
3歳,女の子,日常系,なんでニャンニャン動かないの？,こども向け,"〇〇ちゃんがきて、びっくりして怖がっているのかも。
 
 〇〇ちゃんも知らない人が近づいできたら怖いでしょ？
 
 近くで座って見てあげようね。",なんで動かないのか答えて、だからどうしてあげたらいいのか伝えました。
3歳,女の子,自然系,なんでタイタイにご飯あげないの？,こども向け,タイタイは寒い時にご飯あげたらお腹痛くなるんだって。,鯉に餌をあげない理由を聞かれたので、なぜあげないか答えました。餌をあげたがらないように、お腹痛くなることを伝えてイヤイヤ言わないように伝えました
3歳,女の子,自然系,〇〇の家には雪降る？,こども向け,"この辺は寒くないから、降らないかもね。
 
 もしかしたら、少しは降るけど雪だるまは無理かな。","雪だるまを作りたがっていました。
 
 雪が降るまで寒くないからと、なぜ雪が降らないか伝えました。
 
 少しは降るかも？と期待を持たせました。"
3歳,女の子,自然系,なんで玄関にブランコ入れてるの？,こども向け,"台風がきて風がビュンビュン吹くから、飛ばないようにいれたよ。
 
 飛んで人に当たったりしたら怪我するでしょ？","台風がくるとどうなるか伝えて、物を入れなかったらどうなるかも伝えました。
 
 その後テレビの中継で様子を見せました"
3歳,女の子,日常系,なんでチョコって美味しいの？,こども向け,"甘いからかね？母さんも大好き。
 
 パパがお仕事してお金もらったからお菓子変えたんだよ。",なぜ美味しいかと言われたら難しい。パパがお仕事してお菓子が買えたことを一応伝えてみました。
3歳,女の子,日常系,なんで結婚するの？,こども向け,"一緒に生活したい好きな人ができたからかね？
 
 〇〇も大きくなったらわかるかもね。","親戚の結婚式がありこの質問をされました。
 
 難しかったですが、結婚する2人の気持ちを伝えました"
3歳,女の子,自然系,なんでじいちゃんハチに刺されたの？,こども向け,お仕事中に、木に蜂のお家があると思わずにお仕事したから蜂が怒ったんだって。,蜂が怒ったから刺したことを伝えました。
3歳,女の子,日常系,弟が生まれた時、なんで我が家に生まれて来たのかと質問して来ました,こども向け,????（子供の名前）がお姉ちゃんになってほしくて、選んで生まれて来たんだよ。????と同じでママのお腹を選んできてくれたんだよ。ママとパパと一緒に大きくなっていくんだよ。,かなり難しい内容でしたが選んできて生まれてきてくれたことをよく語った
3歳,女の子,日常系,負けてもいいの？,こども向け,一生懸命やって負けるのはいいよ。,"ジャンケンで負けることを嫌がり、負けても良いのか聞かれました。
 
 まだ、勝ち負けにこだわるのは難しいので、簡潔に答えました"
3歳,女の子,日常系,どうして車は決まったところを走らないといけないの?,こども向け,もしどこでも走っていいとしたら、ぶつかっちゃうよね。だから、道路で車が走る向きは決まっているんだよ。道路の上に線が書いてあったり、信号機もみんながめちゃくちゃ走らないようにする工夫だね。,もしそうじゃなかったらどうなるかな?を考えるように話しました。
3歳,男の子,哲学系,なんでお仕事に行くの？,ママ・パパ向け,パパが働いてお金を貰わないと、ご飯も買えないし、アンパングミも買えなくなっちゃうし、お家にも住めないんだよ,"子供の身の回りや買い物などが、働くという事を起点にしている事に気づいてくれたらと思いました。
 
 そこに気づかなくても子供の身の回りのことを交える事で、必要な事だと感じて貰えたと思います。"
3歳,男の子,日常系,お薬はなんで甘いのと苦いのがあるの？,ママ・パパ向け,"薬は元々苦い物が多く、甘い物が好きな子や苦い物が苦手な子のために、薬は甘く作られています。
 
 それでも甘く出来なかった薬が苦い薬です。","元々の意図を知ってもらう。
 
 順を追って説明し、論理的に理解してもらうため。"
3歳,男の子,日常系,おばあちゃんは生まれた時からおばあちゃんで、ママは生まれた時からママなんでしょ？,ママ・パパ向け,"人間は、たくさん遊んで、たくさん楽しいことして、
 
 たくさん美味しいもの食べて、たくさん眠ると
 
 大きくなっていくんだよ。
 
 いつか○○君も、パパみたいなかっこよく大きくなっていくんたよ。生まれた時は赤ちゃんだけど、いつか大人になるんだよ。おばあちゃんや、パパ、ママみたいに優しい頑張る大人になろうね。","大人になっていく過程が大事なんだよ。何もしないでも大人になるけど、やさしさ、頑張ること、楽しくたくさん遊ぶ、などを一生懸命にやって成長するように、わかりやすく、近くにいるあこがれのパパを大好きなママを
 
 モデルに話しました。"
3歳,女の子,科学系,何で二人で裸になってるの？,ママ・パパ向け,こうやってあなたが生まれたんだよ！,子孫繁栄したいから大事なことは伝えなきゃ！
3歳,男の子,哲学系,ママは子供になれないの？,こども向け,"誕生日が来ると皆同じように大人に近づいていくから、ママはもう子供には戻れないんだ。
 
 でも、あなたと同じ気持ちで楽しむことはできるから、心は子供になれるよ。",子供との心の距離を考えて、気持ちはいつでもあなたと一緒だよとゆうことを伝えたっかったので、上記の回答をしました。
3歳,女の子,日常系,ブレーカーが落ちて 誰もおしてないのに消えたのはなんで？,こども向け,電気を一度にたくさん使ったから、消えたんだよ。,風さんが消したのかな？と子どもは言ってましたが、なぜ消えたのか伝えてみました。
3歳,女の子,日常系,三歳検診に行く時に なんで行くの？注射する？,こども向け,"ちゃんと大きくなっているか確認してもらうために行くだけよ。注射はしないから大丈夫。
 
 身長と体重計って、虫歯ないか見てもらって、少しお話ししたらおしまいよ。",注射されるのではないかと不安がっていたので、スムーズに検診が受けれるようやることを伝えておきました。
3歳,女の子,日常系,ガソリンを入れるためにガソリンスタンドによったら なんで？早く行ってよ。,こども向け,"クルマがお腹空いたからご飯あげたんだよ。
 
 〇〇も、お腹空いたら動かないでしょ？",ガソリンと言っても伝わらないと思ったので、ご飯に置き換えて伝えました。
3歳,男の子,日常系,なんで歯磨きしなくちゃいけないの？,こども向け,はみがきをちゃんとしないとむしばいきんが歯に穴を開けたり歯を削ったりするからだよ,虫歯菌をばいきんとくっつけて悪いものだとわかりやすくした
3歳,女の子,日常系,どうして夜ずっと起きてちゃいけないの？,ママ・パパ向け,ねんねしてるとまた明日元気にいっぱい遊べるけど、ずっと起きてたら次の日眠たくてお友達と遊べる時間減っちゃうよ。それなら、しっかり寝たほうが次の日が楽しくないかな？,まずメリットから伝えて、そのあとにデメリットを伝えるようにしました。そのほうがポジティブにとらえてくれると思ったからです。最後に疑問形にして自分で判断して実行したほうが言われてやるより、今後納得して寝てくれると思いました。
4歳,女の子,日常系,なんでママは血がでる（生理）の？,こども向け,女の人は大人になったら赤ちゃんがお腹にいつきても良いように、お腹の中に赤ちゃんのベッドを準備をするからだよ。そのベッドが使わなかったら新しいベッドと交換するのに血が出てくるんだよ。,もっと簡潔に説明しても良かったのですが、なんとなくで良いのでしくみを知っていて欲しかったためこのように回答しました。
4歳,女の子,自然系,なんで保育園のバッタ死んじゃったの？,こども向け,寒くなったらバッタさんは生きていられないからだよ。寿命ってやつだよ。,自然のありのままを知っていて欲しかったため、このように回答しました。
4歳,女の子,日常系,なんで赤ちゃん泣いてるの？,こども向け,なんで泣いてるのかな？お腹すいたのかな？遊んでほしいのかな？寂しいのかな？なんだろうね。,子供自身に考えさせて、人の気持ちがわかるようになって欲しかったからです。
4歳,女の子,日常系,なんでパパお仕事行くの？,こども向け,"お仕事に行くのはお金を稼ぐためだよ。お金がないとほしいものも買えないし、ごはんも食べられないからだよ！
 
 頑張って働いて、お金がもらえるんだよ。それで美味しいご飯が食べれたり、おもちゃで遊べたりするからパパにありがとうって言わないとね！",子供に世の中の仕組みを知ってもらうと同時に、人にかんしゃすること、それを伝えることを覚えて欲しかったため。
4歳,女の子,日常系,車はどうやって動くの？,こども向け,人もご飯を食べて、元気になって動けるようになるでしょ？お腹が空くと疲れちゃったり、うごきたくなくなっちゃったり。車もガソリンをお腹に入れると、ガソリンを燃やして元気に動くことができるんだよ。ガソリンがなくなると、動かなくなっちゃうんだよ。,子ども自身のことに置き換えて、分かりやすく伝えるようにしています。
4歳,女の子,日常系,なぜ、パパとママは指輪をつけてるの？,こども向け,パパとママは仲良しでしょ？だから、結婚して(子供の名前)が産まれたんだよ。だから、指輪は大切なものだからね。お互いにつけてるんだよ。,なんと表現しょうと、子供に詳しく伝えるのは難しいが、ママとパパが仲良しってところと、その為の証または約束として、指輪をお互いにしてることを伝えるようにすると納得してくれました。
4歳,男の子,自然系,海に浮かぶ島を見て、どうやって浮いてるの？,ママ・パパ向け,島は浮いてるんじゃなくて、海の下の地面に繋がっている。,言葉では伝わりにくいので、実際にお風呂でこんなふうになっていると見せた。
4歳,女の子,日常系,なんで人に物を投げちゃいけないの？,こども向け,人に物を投げると、痛い思いをするからだよ。〇〇ちゃんも物を投げられると、痛いんだよ。ケガしちゃうかもしれないからね。,相手の気持ちを考えられるようになればいいと思ってます。
4歳,男の子,日常系,子供はどうやってできるの。,ママ・パパ向け,お空にお腹に赤ちゃん下さい。お願いしますってお願いするんだよって答えました。,お空にお話をすると良いことがあるよといつも言っているので。
4歳,男の子,日常系,どうして寝ないといけないの？,ママ・パパ向け,成長するために必要なこと,大きくなりたいという子どもの気持ちを汲みました
4歳,男の子,日常系,赤ちゃんはどうやって産まれるのと聞かれました。,ママ・パパ向け,こうのとりが運んでくるんだよと教えました。,何気なく言った質問でした。子供にはこうのとりと言いました。とっさにでた判断でした。子供は何を言うか分かりません。
4歳,男の子,日常系,弟が欲しい。どうやったらできるの？,こども向け,まだ今はいないけどもう少ししたら会いにくるって。と回答しました。,"具体的な回答にはしない。また、否定もしない。
 
 そうする事で子供もあまり深く考えないで忘れる。"
