age,gender,category,content,answer_category,answer_content,points
3歳,男の子,日常系,なんでサンタさんはくるの？,こども向け,"良い子のところに来てくれるよ。いつもたくさん遊んだり、ごはんを食べたり、笑って楽しく過ごしていると、サンタさんがそれを聞きつけてやってくるよ。
 
 サンタさんはニコニコしている子どもたちが大好き。
 
 もっとパパやママ、お友達と楽しく遊べますようにってプレゼントを持ってきてくれるんだよ。",サンタさんを通して、日々の過ごし方を振り返ったり、子どもの自己肯定感をプラスする。
2歳,女の子,日常系,サンタさんはまた来るの？,こども向け,サンタさんは、お空から望遠鏡であなたのことを見ているよ。ちゃんとご飯食べてるかな？歯磨きしてるかな？お片付けできてるかな？そうやって、あなたの頑張りをいつも見守っていて、よくできたな?と思ったらクリスマスにごほうびのプレゼントを持ってきてくれるの。だから、良い子にしていたらまた次のクリスマスに来るよ。,クリスマスが終わった後に、また来てほしいと思った娘がしてきた質問です。ただ、イヤイヤ期に入り何かとわがままを言うことが多く、このような回答をしました。
4歳,女の子,日常系,車はどうやって動くの？,こども向け,人もご飯を食べて、元気になって動けるようになるでしょ？お腹が空くと疲れちゃったり、うごきたくなくなっちゃったり。車もガソリンをお腹に入れると、ガソリンを燃やして元気に動くことができるんだよ。ガソリンがなくなると、動かなくなっちゃうんだよ。,子ども自身のことに置き換えて、分かりやすく伝えるようにしています。
3歳,女の子,自然系,冬はどうして寒いの？寒いの嫌い,こども向け,寒い冬があるからこそ暖かくなる春が待ち遠しいんだよ。その後に楽しい暑い夏が来るんだよ。日本には春夏秋冬という四つの季節があって、順番に来るんだよ。,日本の一年には四季があるという事実をわかりやすく伝えたかったです。
4歳,女の子,日常系,なぜ、パパとママは指輪をつけてるの？,こども向け,パパとママは仲良しでしょ？だから、結婚して(子供の名前)が産まれたんだよ。だから、指輪は大切なものだからね。お互いにつけてるんだよ。,なんと表現しょうと、子供に詳しく伝えるのは難しいが、ママとパパが仲良しってところと、その為の証または約束として、指輪をお互いにしてることを伝えるようにすると納得してくれました。
3歳,女の子,日常系,どうしてパパは毎日ビールを飲むの？,ママ・パパ向け,パパはビールが大好きで、これを飲むとお仕事の疲れが吹っ飛ぶからだよ。○○（子供の名前）もオカキが大好きでおやつに食べるのを楽しみにしているでしょう。それと同じだよ。,子供も大人も嗜好品があり、それを楽しみに生活することが素晴らしいことを伝えたかったです。
6歳,女の子,自然系,人間て何で生まれてくるん？,こども向け,なんでよろーなぁ。それを見つけるためにうまれてくるんかもな。それか、いつか死ぬために生まれてくるのかもなぁ...,自分もそれでよく悩むためそのまま伝えた。でも大分怖くないように...
6歳,男の子,自然系,どうして人は生きるの？,こども向け,産まれた瞬間から、いろんな楽しいことがこの先あって時々嫌なこともありながら人生楽しむために生きてるんだよ。,嫌なこともあるということを少し混じえて伝えました。
4歳,男の子,自然系,海に浮かぶ島を見て、どうやって浮いてるの？,ママ・パパ向け,島は浮いてるんじゃなくて、海の下の地面に繋がっている。,言葉では伝わりにくいので、実際にお風呂でこんなふうになっていると見せた。
4歳,女の子,日常系,なんで人に物を投げちゃいけないの？,こども向け,人に物を投げると、痛い思いをするからだよ。〇〇ちゃんも物を投げられると、痛いんだよ。ケガしちゃうかもしれないからね。,相手の気持ちを考えられるようになればいいと思ってます。
5歳,男の子,日常系,パパはなんでいつも夜遅くまでお仕事してるの？,こども向け,"パパは、家族みんなが幸せに暮らせるように頑張ってお仕事してくれてるんだよ。夜遅くまで頑張りすぎちゃう時もあるのかな。でもそれはママたちのことを大切に思ってくれてるからなんだよ。
 
 だから、パパが帰ってきたら「おかえりなさい！お仕事お疲れ様！」って言ってあげようね。",仕事の帰りが遅いと子どもたちはパパがいなくて寂しがっていました。なのでパパが何故お仕事に行っているのか。何故帰りが遅くなることもあるのか。理由をしっかり伝えてパパが家にいなくても「パパはすごい人なんだ！」と尊敬できる存在に思ってほしくてこの回答をしました。
5歳,男の子,自然系,雨はどうして空から落ちてくるのか,こども向け,地球のお水が乾いて、空気から空にあがっていって、また空で溜まってお水になって落ちてくるからだよ、と答えました。,適当なメルヘンチックな答えはしたくなくて、本当の事をわかりやすいように、説明しました。
3歳,男の子,日常系,(テレビを見て)何でこの人は黒いの？,こども向け,あなたは背が小さいでしょ？目が黒いでしょ？世の中には背が高い人もいるし、目が青い人も茶色い人も、いるよ。いろんな人がいるから、肌が黒い人だっているんだよ。,偏見や差別的な感情を持って欲しくないので、世の中にはいろんな人がいること、それが何もおかしい事ではないことを伝えました。
2歳,女の子,日常系,なんでお花はちぎっちゃいけないの？,こども向け,人と一緒で、お花も木も草も全部生きているんだよ。だからちぎったらお花も痛いし悲しいよ。,まだ2歳だったこともあり、難しい説明はせずに感情論で話して聞かせました。
3歳,女の子,日常系,うちには煙突がないのに、サンタさんはどうやって入ってくるの？,こども向け,サンタさんは魔法が使えるから、どこからでも入れるんだよ。,サンタさんの存在やイメージをこわさないように答えました。
5歳,女の子,日常系,どうして大人はコーヒーをおいしくたくさん飲むの？,こども向け,大人になるとなぜかコーヒーがおいしく感じる人が多くて、その人たちが本当にたくさんのコーヒーを一日中飲んでいるから、子供たちにそう思われちゃうし、お店にもコーヒーを置いてあるところが多いのかな。,家族や近しい大人はコーヒーが大好きだが、決してみんながみんなそうではない。色んな人がいるし、自分の周りや目にした大人がそうだからといって一括りにするのは、これからの将来に危うさを感じる。
4歳,男の子,日常系,子供はどうやってできるの。,ママ・パパ向け,お空にお腹に赤ちゃん下さい。お願いしますってお願いするんだよって答えました。,お空にお話をすると良いことがあるよといつも言っているので。
6歳,男の子,科学系,どうしてカラスは電線に止まっても感電しないの？,こども向け,たくさん電線が通っているけど、カラスはそのうちの1本の電線にしか止まってないの。2本またがって止まると感電しちゃうんだよ。カラスは体が小さいし足も細いから一本だけ止まれるけど人間はできないから絶対に真似をしちゃだめよ。,すぐに真似をして自分でやろうとする息子なので絶対に真似をしてはいけないと言い聞かせました
4歳,男の子,日常系,どうして寝ないといけないの？,ママ・パパ向け,成長するために必要なこと,大きくなりたいという子どもの気持ちを汲みました
4歳,男の子,日常系,赤ちゃんはどうやって産まれるのと聞かれました。,ママ・パパ向け,こうのとりが運んでくるんだよと教えました。,何気なく言った質問でした。子供にはこうのとりと言いました。とっさにでた判断でした。子供は何を言うか分かりません。
2歳,女の子,自然系,なんでお月さまの形は変わるの？,こども向け,お月さまは本当はいつもまるいんだよ。でも光の当たり方によってまるく見えたり細く見えたりするんだよ。不思議だね。,難しいとは思いましたがそれ以外説明ができず正直にそのまま伝えました。理解はしていませんでしたが、どの形をしていてもお月さまだというのはわかるようでした。
6歳,女の子,日常系,なんで野菜を食べないといけないの？,こども向け,からだが大きくなるのにひつようなものがたくさんはいっているからよ。,からだが大きくなるために必要というところがポイントです。
4歳,男の子,日常系,弟が欲しい。どうやったらできるの？,こども向け,まだ今はいないけどもう少ししたら会いにくるって。と回答しました。,"具体的な回答にはしない。また、否定もしない。
 
 そうする事で子供もあまり深く考えないで忘れる。"
2歳,女の子,日常系,パパはなんでお仕事してるの？,ママ・パパ向け,みい(仮称)ちゃんが、ママと一緒にハンバーグを食べれるように、パパは頑張ってるんだよ,お金を稼ぐとか、そういうことはまず伝わりません。お金が大事なこと、ということは最近理解してきたみたいですが、そのことと自分が働く理由を結びつけることは２歳ではまず難しい。ありきたりではありますが、自分が好きなものを好きなだけ食べたいというもっとも分かりやすい例えを話して、教えてあげました。好きなものを好きなだけ食べたいと言う欲求は、年齢問わず伝わるものだと思います。
3歳,男の子,自然系,なんで空がまぶしいの？,こども向け,お空の遠いところで太陽さんが明るくしてくれてるからだよ。,宇宙とか言ってもそれがわからないので子供でもわかりやすいように教えるところです。
4歳,男の子,日常系,なぜ仕事に行くの？,ママ・パパ向け,お金を稼ぐためです。生活して行くためにはお金が必要です。ご飯を食べるため、何かを買うため、どこかに行くため、生きて行く上では何をするときにもお金が必要になるものです。お金がないと、レストランにも行けないし、おもちゃも買えないし、旅行やどこかに遊びに行ったりもできないことになります。,家族みんなで遊ぶ時間がもっと欲しいのに、なぜ毎日仕事に行くの？という疑問に対するやり取りでした。お金の必要性、お金がないとどうなるかという現実を教えることで、仕事をすることの大切さを伝えたいと思いました。
4歳,女の子,自然系,なんで雨が降るの？,ママ・パパ向け,"なんでだろうね？お空が泣いてるのかな？
 
 雨が降るのは、空気に水蒸気っていう小さいお水がたくさんあって、それが集まって雲ができたんだよ。その雲にお水がたくさん貯まったら雨となって降ってくるんだよ。",最初に子供に考えさせてから、具体的な例を挙げることによって子供に気づきや考える力を育てるとともに、社会の常識を知ってもらおうと思ったから。
4歳,女の子,日常系,なんでパパはビールを飲むの？,こども向け,パパは大人だから。20歳になったらお酒を飲んでもいいって決まっているからだよ！だから大人になったらお酒一緒に飲もうね！,社会のルールを知ってもらうと同時に、具体的にいつになったら自分も可能かということを知っていて欲しかったからこのように答えました。
2歳,女の子,日常系,（離婚してすぐの頃）、パパいないね？パパ来ないの？,ママ・パパ向け,パパは別のところで住んでいるよ。パパとママのやりたいお仕事が別々のところにあるんだ。,離婚はマイナスというイメージをつけたくなかったので、それぞれ輝ける場所が違うんだよ、というニュアンスで伝えました。
4歳,女の子,日常系,なんでおかたづけしないとダメなの？,こども向け,お片付けしないと次に使うときにどこにあったかわからなくなっちゃうでしょ？どこかにいっちゃったら遊べなくなっちゃうから、使ったらちゃんとお片付けしようね。,子供にどうしてかきちんと理解してほしいので、このように説明をしました。
2歳,女の子,日常系,「これだぁれ？」と絵本のリンゴに対して質問された,ママ・パパ向け,「リンゴだよ」と回答した,物に対して「だぁれ？じゃなくて、なぁに？だよ」と注意しようとしたが、今は質問できた事が子どもの成長だと思い、素直にリンゴと答えたこと
6歳,女の子,日常系,自分より小さい子になぜ優しくしなくてはいけないのか,こども向け,お兄ちゃん、お姉ちゃんから嫌な事(具体例）されたらどう思う?,"子供の立場で考える。ありえそうな具体例を出す。
 
 これされたら嫌だよね?と決めつけるのではなく、
 
 こうされたらどう思う?などと子供に問う。"
5歳,男の子,日常系,何で車が曲がる時に、カチカチさせるの？,こども向け,"よく気が付いたね。これは、ウィンカーって言うんだよ。
 
 お散歩していて、あっちに行きたいなと思ったら、指をさすよね？
 
 車はどうかな？ 車の中で、お母さんが指をさしても、見えにくいよね。見えないと、他の車の人や、歩いてる人は、びっくりするよね。
 
 だから、指の代わりにウィンカーで、周りの人に教えてあげないといけないんだよ。
 
 じゃあ、次の道はどっちに行こうか？","まずは、子供が自分で気付いたことを褒めました。
 
 解りやすい様に、普段の子供の行動を例にして、説明をしました。
 
 また、出来る限り、子供の返事を待ちながら話を進めました。自分で考えて貰い、納得したところで、改めてウィンカーを使用するところを見せました。"
2歳,女の子,日常系,なんで信号は赤なの？,こども向け,信号はね、赤と青と黄色が並んでるんだよ。さっきの赤はブーブーとママパパ○○ちゃんは止まってねって言ってるの。,こどもが車に乗ってるときに信号を見て、私たちの正面の信号が赤になったときに言った質問だったので｢止まれ｣の意味を説明しようと、上記のような回答にしました。
6歳,女の子,日常系,どうして保育園に行くお友達と幼稚園に行くお友達がいるの？,こども向け,お母さんとお父さんのお仕事の時間が長いお友達は保育園に行っていて、そうじゃないお友達が幼稚園に行っていることが多いよ。どちらもお友達と楽しく遊んだりして過ごすことができるよ。,どちらが良いとかではなく、家庭の事情によることが多いという説明をしました。また、断定的な説明ではなく、家庭によってそれぞれだと言うことを軽く伝えました。
4歳,女の子,日常系,人を叩いてはいけないのはなぜ,こども向け,同じように叩く。ケガしない程度に。,"叩かれた側の痛みを分かってもらう。
 
 叩く→痛い→ダメな事となる。"
6歳,女の子,日常系,なぜ◯◯ちゃんにはパパがいないの？,こども向け,お父さんとお母さんがいる子もいるし、お父さんだけ、お母さんだけ、おじいちゃんやおばあちゃんだけいるお友達もいるよ。一緒にいる家族はお友達によってそれぞれ違うこともあるけど、一緒にいて楽しく過ごせる人がそばにいるんだよ。,なにが普通であるとか、良いとかではなく、それぞれ一緒にいて幸せになれる人と一緒に暮らしているという説明をしました。家族構成は比べるものではないと思うので、それぞれの形があることを認められる人になってほしいと思い、説明しました。
3歳,男の子,自然系,なぜ人間にはシッポがないの？,こども向け,人間はシッポがなくても、上手に足だけを使って体を支えられるように進化したからだよ。,霊長類の仲間には特徴的なシッポを持つ種や、器用に使いこなす種が多いことに着目しながら、人間がどのような進化の道をたどったのか？文明化には欠かせない二足歩行について興味を持ってもらいたいと考えました。また尾てい骨を触らせてシッポの名残を教えてあげると興味津々でした。
2歳,男の子,自然系,赤ちゃんはどこからでてくるの？,ママ・パパ向け,好きな人同士になれば生まれるの,リアルをあまり伝えない方が良いかと思って
5歳,男の子,日常系,お父さんはなんでそんなに早起きするの？,こども向け,早く家に帰ってきたいからだよ。,ありのままに
3歳,女の子,日常系,なんで頭には絆創膏を貼らないの？,こども向け,"頭には髪の毛が生えているでしょ？
 
 このさらさらの髪の毛の上に絆創膏を貼っても、すぐに取れちゃうの。
 
 絆創膏を貼らなくても、髪の毛が絆創膏のかわりになって、あなたの頭の痛い所を守ってくれているから、絆創膏を貼らなくても大丈夫なんだよ。",髪の毛が｢さらさら｣であることで、絆創膏が貼れないイメージを持ってもらえるかなと思いました。
6歳,男の子,日常系,なんで遅くまで起きてたらいけないの？,こども向け,"寝ているあいだに、栄養が体の中をまわって身長が伸びて大きくなるし、今日一日の疲れを取ってくれるんだよ。
 
 そのためには、たくさん寝てる時間が必要だから遅くまで起きていると、栄養が回りきらないから大きくなれないんだよ。","我が家では子どもに21時就寝を促しています。
 
 上記の子どもの質問に対し、遅く寝ると育ちが悪くなることを砕いて分かりやすく伝えました。"
